Name,Specialisation,City,Hospital/Clinic,Experience,Padma_Vibhushan,Padma_Bhushan,Padma_Shri,Dhanvantari_Award,BC_Roy_National_Award,Other_Awards
Dr. Neelam Mohan,Pediatric Gastroenterologist, Gurgaon," Medanta - The Medicity, Gurgaon",21,0,0,0,0,0,2
Dr. K.N. Srivastava,General Surgeon, New Delhi," BLK Super Speciality Hospital, New Delhi",42,0,0,0,0,0,3
Dr. P.K.D. Shah,physician, New Delhi,,55,0,0,0,0,0,2
Dr P.K Dave ,Orthopaedic and Joint Replacement Surgeon, New Delhi,Knee Surgery,55,0,0,1,0,0,5
Dr. Subodh Chandra Pande,Radiation Oncologist, Gurgaon," Artemis Hospital, Gurgaon",33,0,0,0,0,0,2
Dr. H. S. Chhabra,Spine Surgeon, New Delhi," Indian Spinal Injuries Center, New Delhi",25,0,0,0,0,0,4
Dr. Sabyasachi bal,Surgical Oncologist, New Delhi," Sir Ganga Ram Hospital, New Delhi",34,0,0,0,0,0,5
Dr Manoj P Nair ,Cardiac Surgeon, Kochi, Aster Medcity Kochi,20,0,0,0,0,0,7
Dr. Sivaraman Balakrishnan,Urologist, Chennai,", Urologist and Renal Transplant Specialist",0,0,0,0,0,0,9
Dr. Raj B Singh,Pulmonologist, Chennai," Apollo Hospitals, Greams Road, Chennai",37,0,0,0,0,0,1
Dr. Ramakrishnan S,Rheumatologist, Chennai," Apollo Hospitals, Greams Road, Chennai",38,0,0,0,0,0,2
Dr.Gaurav Kumar,Pediatric Cardiologist, New Delhi," Fortis Escorts Heart Institute, New Delhi",20,0,0,0,0,0,8
Dr Arvind Sabharwal ,Paediatrician, New Delhi,  ,30,0,0,0,0,0,2
Dr. Jagdish Chander Mohan,Interventional Cardiologist, New Delhi," Fortis Hospital, Shalimar Bagh, New Delhi",35,0,0,0,0,0,7
Dr. Nandita P. Palshetkar,IVF Specialist, Mumbai,  ,20,0,0,0,0,0,9
Dr. Veenu Kaul Aima,Cardiac Surgeon, New Delhi,,25,0,0,0,0,0,5
Dr. Ajay Mittal,Interventional Cardiologist, New Delhi," Max Super Speciality hospital, Patparganj, New Delhi",28,0,0,0,0,0,3
Dr Suresh Rao ,Pediatric Cardiologist, Mumbai," Kokilaben Dhirubhai Ambani Hospital, Mumbai",19,0,0,0,0,0,2
Dr. Balamurugan M,Neurosurgeon, Chennai," Apollo Hospitals, Greams Road, Chennai",20,0,0,0,0,0,10
Dr. Viswanathan P,Ophthalmologist, Chennai,Oculoplasty Specialist,0,0,0,0,0,0,2
Dr. Sandeep Shah,Infertility Specialist, Ahmedabad,", IVF Specialist",0,0,0,0,0,0,2
Dr. Hrishikesh D Pai,Gynaecologist and Obstetrician, Gurgaon,  ,0,0,0,0,0,0,3
Dr. Prakash P kotwal,Spine Surgeon, New Delhi," Pushpawati Singhania Research Institute, New Delhi",39,0,0,0,0,0,9
Dr. Monik Mehta,Interventional Cardiologist, Gurgaon," Columbia Asia Hospital, Palam Vihar, Gurgaon",22,0,0,0,0,0,1
Dr. (Brig.) B. K. Singh,Orthopaedic and Joint Replacement Surgeon, Gurgaon," Artemis Hospital, Gurgaon",35,0,0,0,0,0,5
Dr. Rajnish Sardana,Interventional Cardiologist, New Delhi,,18,0,0,0,0,0,4
Dr. Arun Saroha,Neurosurgeon, Gurgaon,  ,0,0,0,0,0,0,5
Dr Veena Kalra,Paediatric Neurologist, New Delhi," Indraprastha Apollo Hospital, New Delhi",37,0,0,0,0,0,7
Dr. TPR Bharadwaj,Hematologist, Chennai,,43,0,0,0,0,0,8
Dr. Shailendra Nath Gaur,Pulmonologist, Noida," Sharda Hospital, Greater Noida",40,0,0,0,0,0,3
Dr. Sandeep Nayar,Pulmonologist, New Delhi," BLK Super Speciality Hospital, New Delhi",28,0,0,0,0,0,4
Dr. Prakash Mahadevappa,General Surgeon, Bangalore," Columbia Asia Hospital, Bangalore(Whitefield)",32,0,0,0,0,0,3
Dr. Satish Kumar S,Endocrinologist, Bangalore, SS SPARSH Hospital (Mysore Road) Bangalore,24,0,0,0,0,0,9
Dr. C R K Prasad,Surgical Gastroenterologist, Hyderabad," Apollo Hospital, Hyderguda",22,0,0,0,0,0,5
Dr. Tufan Kanti Dolai,Stem Cell Specialist, Kolkata," Ruby General Hospital, Kolkata",22,0,0,0,0,0,4
Dr. Charu Sharma,Cosmetic Surgeon, New Delhi,  ,15,0,0,0,0,0,7
Dr. R. Balaji,Interventional Cardiologist, Mumbai,,28,0,0,0,0,0,4
Dr. (Prof) Nirmal Kumar,Surgical Gastroenterologist, New Delhi,Hepato-Pancreato-Biliary Surgeon,28,0,0,0,0,0,7
Dr. N P Gupta,Urologist, Gurgaon,", Urologist and Renal Transplant Specialist",0,0,0,0,0,0,4
Dr. M.P. Sharma,Medical Gastroenterologist, New Delhi," Medeor Hospital, Qutab, New Delhi",47,0,0,0,0,0,7
Dr. Koka Ram Babu,ENT Surgeon, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",42,0,0,0,0,0,8
Dr. Hitesh Garg,Spine Surgeon, Gurgaon,  ,14,0,0,0,0,0,5
 Dr Gobu,Interventional Cardiologist, Chennai," Global Hospitals, Chennai",20,0,0,0,0,0,2
Dr. (Maj Gen) Avtar Singh Bath,Cosmetic Surgeon, New Delhi," BLK Super Speciality Hospital, New Delhi",30,0,0,0,0,0,5
Dr. Dharma Choudhary,Hematologist, New Delhi,  ,0,0,0,0,0,0,7
Dr. Deepak Khurana,Cardiac Surgeon, Gurgaon," Rockland Hospital, Manesar, Gurgaon",21,0,0,0,0,0,6
Dr. Rajesh Ahlawat,Endourologist, New Delhi,", Urologist",0,0,0,0,0,0,9
Dr. Sandeep Chaddha,Gynaecologist and Obstetrician, Noida,,19,0,0,0,0,0,1
Dr. Sonia Malik,IVF Specialist, Gurgaon,  ,19,0,0,0,0,0,6
Dr. Sanjay Dhawan,Ophthalmologist, New Delhi," Max Super Speciality Hospital, Saket, New Delhi",19,0,0,0,0,0,8
Dr. S K S Marya ,Orthopaedic and Joint Replacement Surgeon, New Delhi," Max Super Speciality Hospital, Saket, New Delhi",33,0,0,0,0,0,2
Dr. Anoop K.Ganjoo,Cardiac Surgeon, New Delhi," Indraprastha Apollo Hospital, New Delhi",26,0,0,0,0,0,2
Dr. Dipanjan Panda,Medical Oncologist, New Delhi," Indraprastha Apollo Hospital, New Delhi",15,0,0,0,0,0,4
Dr. Anil Kohli ,Endodontist, New Delhi," Primus Super Speciality Hospital, New Delhi",40,0,1,0,0,0,6
Dr. A. N. Malaviya,Rheumatologist, New Delhi," Indian Spinal Injuries Center, New Delhi",25,0,0,0,0,0,3
Dr. J. C. Vij,Medical Gastroenterologist, Faridabad," BLK Super Speciality Hospital, New Delhi",47,0,0,0,0,0,5
Dr. K. Sridhar,Neurosurgeon, Chennai," MGM Healthcare, Chennai",26,0,0,0,0,0,9
Dr. Vaithiswaran V,Surgical Oncologist, Chennai,,12,0,0,0,0,0,4
Dr. Rajesh Upadhyay,Pediatric Gastroenterologist, New Delhi," Max Super Speciality hospital, Shalimar Bagh, New Delhi",38,0,0,0,0,0,3
Dr. Narendra Vaidya,Orthopaedic and Joint Replacement Surgeon, Pune," Lokmanya Hospitals, Pune",31,0,0,0,0,0,7
Dr. Rajiv Parakh,Vascular Surgeon, Gurgaon," Medanta - The Medicity, Gurgaon",21,0,0,0,0,0,3
Dr Laljee Kent,Orthopaedic and Joint Replacement Surgeon, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",34,0,0,0,0,0,10
Dr Satya Prakash Yadav ,Pediatric Oncologist, Gurgaon," Medanta - The Medicity, Gurgaon",21,0,0,0,0,0,3
Dr Z S Meharwal,Cardiac Surgeon, New Delhi," Fortis Escorts Heart Institute, New Delhi",27,0,0,0,0,0,10
Dr Raju Vyas ,Cardiac Surgeon, New Delhi," Fortis Hospital, Shalimar Bagh, New Delhi",18,0,0,0,0,0,2
Dr. Sudhir Kumar,Orthopaedic and Joint Replacement Surgeon, Noida,  ,40,0,0,0,0,0,3
DR NINAD KATDARE,, Mumbai,,8,0,0,0,0,0,5
Dr. Zainulabedin Hamdulay,, Mumbai,,0,0,0,0,0,0,3
Dr Ravi Mohanka,, Mumbai,,16,0,0,0,0,0,9
Dr.  Praveen   Kulkarni,, Mumbai,,19,0,0,0,0,0,1
Dr. P R Krishnan,Neurologist, New Delhi," Fortis Hospital, Bangalore (Bannerghatta Road)",14,0,0,0,0,0,1
Dr. Shekhar Kashyap,Interventional Cardiologist, Noida," Fortis Hospital, Noida",24,0,0,0,0,0,3
Dr. Amit Bhushan Sharma,Interventional Cardiologist, Gurgaon," Paras Hospitals, Gurgaon",10,0,0,0,0,0,1
Dr. GS Wander,Interventional Cardiologist, Ludhiana,,29,0,0,0,0,0,10
Dr. Renu Raina Sehgal,Gynaecologist and Obstetrician, Gurgaon," Artemis Hospital, Gurgaon",16,0,0,0,0,0,1
Dr. Jyoti Shanker Raychaudhuri,Medical Oncologist, New Delhi,,25,0,0,0,0,0,5
Dr. Robert Mao,Cardiac Surgeon, Chennai," Apollo Hospitals, Greams Road, Chennai",25,0,0,0,0,0,6
Dr. Pramod Kumar,Cardiac Surgeon, Chennai," Apollo Hospitals, Greams Road, Chennai",22,0,0,0,0,0,8
Dr. Akshay Tiwari,Surgical Oncologist, New Delhi," Max Super Speciality Hospital, Saket, New Delhi",18,0,0,0,0,0,7
Dr. Ravichandran G,Dermatologist, Chennai," Apollo Hospitals, Greams Road, Chennai",32,0,0,0,0,0,4
Dr. P G Sundararaman,Endocrinologist, Chennai," Apollo Hospitals, Greams Road, Chennai",26,0,0,0,0,0,1
Dr. Santosh Bangar,Psychiatrist, Mumbai," Global Hospitals, Mumbai",15,0,0,0,0,0,2
Dr. Srinivasan Paramasivam,Neurosurgeon, Chennai," Apollo Hospitals, Greams Road, Chennai",17,0,0,0,0,0,6
Dr. Prasad Rao Voleti,physician, Gurgaon," Medanta - The Medicity, Gurgaon",41,0,0,0,0,0,9
Dr. Anand Jaiswal,Pulmonologist, Gurgaon," Medanta - The Medicity, Gurgaon",30,0,0,0,0,0,3
Dr. Narasimhan R,Pulmonologist, Chennai," Apollo Hospitals, Greams Road, Chennai",36,0,0,0,0,0,6
Dr. Ilangho R P,Pulmonologist, Chennai," Apollo Hospitals, Greams Road, Chennai",31,0,0,0,0,0,3
Dr. Brig K Shanmuganandan,Rheumatologist, Chennai," Apollo Hospitals, Greams Road, Chennai",30,0,0,0,0,0,6
Dr. A. Sivakumar,Cosmetic Surgeon, Chennai," Desire Aesthetics Clinic, Chennai",24,0,0,0,0,0,7
Dr. Anil Dhall,Interventional Cardiologist, New Delhi,  ,26,0,0,0,0,0,5
Dr. Adarsh Koppula,Cardiac Surgeon, Mathura," Nayati Medicity, Mathura",20,0,0,0,0,0,6
Dr. Salil Garg,Interventional Cardiologist, New Delhi,,28,0,0,0,0,0,10
Dr. Joshi U B,Urologist and Andrologist, Bangalore,,32,0,0,0,0,0,4
Dr. Samar Kumar Gupta,Orthopaedic and Joint Replacement Surgeon, Kolkata,,42,0,0,0,0,0,7
Dr. Manabendra Bhattacharya,Orthopaedic and Joint Replacement Surgeon, Kolkata,,50,0,0,0,0,0,1
Dr. (Col.) Saumitra Sircar,Orthopaedic and Joint Replacement Surgeon, Kolkata,,33,0,0,0,0,0,1
Dr. Kiran Kumar Mukhopadhyay,Orthopaedic and Joint Replacement Surgeon, Kolkata,,30,0,0,0,0,0,10
Dr. Praveen Garg,General Surgeon, New Delhi,,34,0,0,0,0,0,10
Dr. Vijay Kakkar,Cosmetic Surgeon, New Delhi,,32,0,0,0,0,0,4
Dr. P N Uppal,Surgical Oncologist, New Delhi, Saroj Super Speciality Hospital,30,0,0,0,0,0,1
Dr S Rajendran,Surgical Gastroenterologist, Chennai," Apollo First Med Hospitals, Kilpauk",27,0,0,0,0,0,1
Dr. Ramesh Parimi,Surgical Oncologist, Hyderabad," Pace Hospital, Hyderabad",30,0,0,0,0,0,10
Dr. Chandra Sekar Mone,Neurosurgeon, Hyderabad," Pace Hospital, Hyderabad",32,0,0,0,0,0,5
Dr. Hari Sharma M,Orthopaedic and Joint Replacement Surgeon, Hyderabad,Hip Surgery,0,0,0,0,0,0,4
Dr. Dhruba Roy,Gynaecologist and Obstetrician, Kolkata," Ruby General Hospital, Kolkata",28,0,0,0,0,0,7
Lt. Gen (Dr.) Umesh Kumar Sharma,Nephrologist, Gurgaon," Paras Hospitals, Gurgaon",39,0,0,0,0,0,3
Dr. Prasanna Kumar Thomas,Pulmonologist, Chennai," MGM Healthcare, Chennai",40,0,0,0,0,0,8
Dr. Vinay Sabharwal,General Surgeon, New Delhi,Advanced Laparoscopic,0,0,0,0,0,0,1
Dr. Ganesh Shivnani,Interventional Cardiologist, New Delhi," Sir Ganga Ram Hospital, New Delhi",25,0,0,0,0,0,4
Dr. Vijay Mohan Kohli,Interventional Cardiologist, New Delhi," Pushpawati Singhania Research Institute, New Delhi",36,0,0,0,0,0,1
Dr. Arvind Kumar,General Paediatrician, New Delhi," Fortis Hospital, Shalimar Bagh, New Delhi",35,0,0,0,0,0,9
Dr. Arun Doshi,Nephrologist, Mumbai," Saifee Hospital, Mumbai",35,0,0,0,0,0,5
Dr. Tripti Deb,Cardiac Surgeon, Hyderabad,", Interventional Cardiologist",0,0,0,0,0,0,2
Dr. Muralidharan K V,Cardiac Surgeon, Chennai," Apollo Specialty Hospital, OMR",40,0,0,0,0,0,7
Dr. Salim J Thomas ,General Surgeon, Chennai," Apollo Cancer Hospital, Chennai",46,0,0,0,0,0,6
Dr. Rajeev Verma,Orthopaedic and Joint Replacement Surgeon, New Delhi,  ,46,0,0,0,0,0,10
Dr. Jagmohan Singh Kalra,physician, New Delhi," Fortis Hospital, Shalimar Bagh, New Delhi",35,0,0,0,0,0,6
Dr. Samuel Mathew Kalarickal,Interventional Cardiologist, Mumbai," Saifee Hospital, Mumbai",39,0,0,0,0,0,6
Dr. (Prof.) Bhabatosh Biswas ,Cardiac Surgeon, Kolkata,", Pediatric Cardiac Surgeon",0,0,0,0,0,0,10
Dr. Alok Sharma,Neurosurgeon, Mumbai," Neurogen Brain and Spine Institute, Mumbai",27,0,0,0,0,0,7
Dr. George P. Abraham,Endourologist, Kochi,", Urologist and Renal Transplant Specialist",0,0,0,0,0,0,8
Dr. P.K Gupta,Laparoscopic Surgeon, New Delhi," Venkateshwar Hospital, New Delhi",40,0,0,0,0,0,4
Dr. Prameela Sekhar K,Gynaecologist and Obstetrician, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",35,0,0,0,0,0,7
Dr. Jalaj Baxi,Surgical Oncologist, Noida," Fortis Hospital, Noida",24,0,0,0,0,0,10
Dr. Mrinal Sircar,Pulmonologist, Noida," Fortis Hospital, Noida",34,0,0,0,0,0,10
Dr. Sharada Reddy,Gynaecologist and Obstetrician, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",39,0,0,0,0,0,7
Dr Mayil Vahanan Natarajan,Orthopaedic Oncosurgeon, Chennai,Orthopaedic Oncologist,39,0,0,0,0,0,9
Dr Arumugam S,Cosmetic Surgeon, Chennai," Apollo Cosmetic Clinic, MRC Nagar",30,0,0,0,0,0,7
Dr Manjeet Arora,Gynaecologist and Obstetrician, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",32,0,0,0,0,0,7
Dr Veereshwar Bhatnagar,Pediatric Gastroenterologist, Greater Noida," Sharda Hospital, Greater Noida",38,0,0,0,0,0,8
Dr. Rajesh K. Verma,Orthopaedic and Joint Replacement Surgeon, Gurgaon," Narayana Superspeciality Hospital, Gurgaon",22,0,0,0,0,0,3
Dr. (Prof) Raju Vaishya,Orthopaedic and Joint Replacement Surgeon, New Delhi," Indraprastha Apollo Hospital, New Delhi",35,0,0,0,0,0,10
Dr. Pushpinder Khurana,General Surgeon, New Delhi," BLK Super Speciality Hospital, New Delhi",40,0,0,0,0,0,10
Dr. Vijay Bhaskar ,ENT Surgeon, Bangalore,,27,0,0,0,0,0,7
Dr. S Anbu ,General Paediatrician, Chennai," Apollo Hospitals, Tondiarpet",40,0,0,0,0,0,3
Dr. Kondammal R,Gynaecologist and Obstetrician, Chennai," Apollo Cradle and Apollo Women's Hospitals, Chennai",38,0,0,0,0,0,9
Dr Virender Kumar Gautam,Orthopaedic and Joint Replacement Surgeon, Greater Noida,Knee Surgery,38,0,0,0,0,0,10
Dr. Naveen Saraf,Cardiac Surgeon, New Delhi," Fortis Escorts Heart Institute, New Delhi",20,0,0,0,0,0,6
Dr. Sandeep Singh,Cardiac Surgeon, New Delhi,,25,0,0,0,0,0,7
Dr. Nandini Selot,Anaesthetist, Faridabad," Max Super Speciality Hospital, Saket, New Delhi",19,0,0,0,0,0,9
Dr. K R Suresh Bapu,Neurologist, Chennai,", Neurosurgeon",0,0,0,0,0,0,3
Dr. Rahul Lath,Neurosurgeon, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",28,0,0,0,0,0,9
Dr. Dilip Kumar Pahari,Nephrologist, Kolkata, Medica Superspecialty Hospital,30,0,0,0,0,0,8
Dr Major Raghavan V,Ophthalmologist, Chennai," Apollo Cancer Hospital, Chennai",38,0,0,0,0,0,4
Dr.G. Thilagavathy  ,Pulmonologist, Chennai," Vijaya Hospital, Chennai",29,0,0,0,0,0,10
Dr. Suman Bhandari,Interventional Cardiologist, Noida," Fortis Escorts Heart Institute, New Delhi",37,0,0,0,0,0,3
Dr. G N Prasad,Interventional Cardiologist, Chennai," SIMS Hospital, Vadapalani, Chennai",31,0,0,0,0,0,1
Dr. Rabinder Boaz,General Surgeon, Chennai," Apollo Spectra Hospital, Chennai",32,0,0,0,0,0,2
Dr. Subhash Chandra Chanana,Medical Oncologist, Gurgaon," W Pratiksha Hospital, Gurgaon",29,0,0,0,0,0,10
Dr. Prabhakara Shetty Heggunje,Cardiac Surgeon, Bangalore," Columbia Asia Referral Hospital, Bangalore(Yeshwanthpur)",32,0,0,0,0,0,9
Dr. Subhash Chandra Chanana,Medical Oncologist, Gurgaon," W Pratiksha Hospital, Gurgaon",29,0,0,0,0,0,6
Dr. Prabhakara Shetty Heggunje,Cardiac Surgeon, Bangalore," Columbia Asia Referral Hospital, Bangalore(Yeshwanthpur)",32,0,0,0,0,0,2
Dr. Malvika Sabharwal,Gynaecologist and Obstetrician, New Delhi," Apollo Spectra Hospital, New Delhi",39,0,0,1,0,0,1
Dr. Priyamvada Reddy Cherukuru,Gynaecologist and Obstetrician, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",27,0,0,0,0,0,5
Dr. Suninder Singh Arora,Internal Medicine, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",30,0,0,0,0,0,7
Dr Sarojini Parameswaran,Medical Gastroenterologist, Chennai," Apollo Hospitals, Greams Road, Chennai",26,0,0,0,0,0,6
Dr. Sangamithray D,Gynaecologist and Obstetrician, Chennai," Apollo Hospitals, Tondiarpet",34,0,0,0,0,0,3
Dr. Subhash Gupta,Liver Transplant Surgeon, New Delhi," Max Super Speciality Hospital, Saket, New Delhi",37,0,0,0,0,0,7
Dr.Rajasekar M.K.,ENT Surgeon, Chennai," Apollo Spectra Hospital, Chennai",30,0,0,0,0,0,10
Dr. Anil Vasantrao Lokhande,General Paediatrician, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",35,0,0,0,0,0,4
Dr Barry D'Rosorio,Knee Surgery, Chennai,,40,0,0,0,0,0,9
Dr. Sumana Manohar,Gynaecologist and Obstetrician, Chennai," Apollo Cradle and Apollo Women's Hospitals, Chennai",34,0,0,0,0,0,7
Dr. C Vijay Bose,Orthopaedic and Joint Replacement Surgeon, Chennai,Arthoscopy and Sports Medicine,0,0,0,0,0,0,10
Dr Surinder Singh Gulati,Gynaecologist and Obstetrician, Greater Noida,", Infertility Specialist",0,0,0,0,0,0,8
Dr Hemalatha Pugalendhi ,Gynaecologist and Obstetrician, Chennai,", Infertility Specialist",0,0,0,0,0,0,2
Dr. Nalini Yadala,Radiation Oncologist, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",39,0,0,0,0,0,3
Dr Brinda N Kalro,Gynaecologist and Obstetrician, Chennai,", Infertility Specialist",0,0,0,0,0,0,7
Dr. EC Vinaya Kumar,ENT Surgeon, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",33,0,0,0,0,0,2
Dr. Anuradha Panda,Gynaecologist and Obstetrician, Hyderabad,", Laparoscopic Surgeon",0,0,0,0,0,0,10
Dr. Richa Kumar ,Aesthetics and Plastic Surgeon, Noida," Metro Hospital, Noida",27,0,0,0,0,0,5
Dr. Mohan A .T.,Medical Gastroenterologist, Chennai," Apollo Hospitals, Greams Road, Chennai",32,0,0,0,0,0,3
Dr. Sameer Kaul,Medical Oncologist, New Delhi," Indraprastha Apollo Hospital, New Delhi",26,0,0,0,0,0,6
Dr. S.V.S.S Prasad,Medical Oncologist, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",39,0,0,0,0,0,6
Dr. Rishi Gupta,Cardiac Surgeon, Bangalore, Apollo Hospital (Bannerghatta Road) Bangalore ,28,0,0,0,0,0,8
Dr. Sunil Kathuria,ENT Surgeon, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",39,0,0,0,0,0,10
Dr. Suparno Chakrabarti,Hematologist, New Delhi,  ,23,0,0,0,0,0,6
Dr. Ajay Kumar Kriplani,Obesity and Bariatric Surgeon, Gurgaon,  ,33,0,0,0,0,0,5
Dr. Prakash M Doshi,Orthopaedic and Joint Replacement Surgeon, Mumbai,Hip Surgery,0,0,0,0,0,0,9
Dr. Suresh Bhoja Shetty,Orthopaedic and Joint Replacement Surgeon, Mumbai,Arthoscopy and Sports Medicine,0,0,0,0,0,0,4
Dr. Meena Agrawal ,ENT Surgeon, New Delhi," Pushpawati Singhania Research Institute, New Delhi",30,0,0,0,0,0,5
Dr. Kiran Shah,Colo-Rectal Surgeon, Mumbai,", General Surgeon",0,0,0,0,0,0,3
Dr. Veena Bhat,Gynaecologist and Obstetrician, Gurgaon," Artemis Hospital, Gurgaon",22,0,0,0,0,0,7
Dr. Sanjay Kumar Agarwal ,Cardiac Surgeon, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",26,0,0,0,0,0,2
Dr Ravishankar L S,Urologist, Kolkata," Apollo Cancer Hospital, Chennai",34,0,0,0,0,0,8
Dr. T. V. Ashokan,Psychiatrist, Chennai," Apollo Hospitals, Tondiarpet",40,0,0,0,0,0,6
Dr. Sushma Prasad Sinha,Gynaecologist and Obstetrician, New Delhi," Indraprastha Apollo Hospital, New Delhi",30,0,0,0,0,0,7
Dr. Anandan N,Urologist, Chennai,", Urologist and Andrologist",0,0,0,0,0,0,4
Dr. Somasekhar M ,Nephrologist, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",30,0,0,0,0,0,4
Dr. Kirupanandam G,ENT Surgeon, Chennai," Apollo Hospitals, Tondiarpet",39,0,0,0,0,0,8
Dr. Wahida Suresh,Gynaecologist and Obstetrician, Chennai," Apollo Cradle and Apollo Women's Hospitals, Chennai",32,0,0,0,0,0,6
Dr. Kirupanandam G,ENT Surgeon, Chennai," Apollo Hospitals, Tondiarpet",39,0,0,0,0,0,4
Dr. Wahida Suresh,Gynaecologist and Obstetrician, Chennai," Apollo Cradle and Apollo Women's Hospitals, Chennai",32,0,0,0,0,0,4
Dr. Jawahar Pahuja,Orthopaedic and Joint Replacement Surgeon, Gurgaon,,20,0,0,0,0,0,1
Dr. Subhash C Arya,General Paediatrician, New Delhi," BLK Super Speciality Hospital, New Delhi",50,0,0,0,0,0,3
Dr. Alka Gupta,Gynaecologist and Obstetrician, New Delhi,", Infertility Specialist",0,0,0,0,0,0,5
 Dr Vidya Desai ,Gynaecologist and Obstetrician, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,40,0,0,0,0,0,9
Dr. Ramamurthee Kannaiyan,General Surgeon, Chennai," Apollo Hospitals, Tondiarpet",28,0,0,0,0,0,3
Dr. Anurag Tandon,Surgical Gastroenterologist, Noida," Metro Hospital, Noida",20,0,0,0,0,0,2
Dr. Veena Ganesh Shinde,Gynaecologist and Obstetrician, Mumbai," Cloud Nine, Mumbai",32,0,0,0,0,0,4
Dr. Dhrubo Roy,ENT Surgeon, Kolkata," AMRI Hospital, Kolkata (Mukundapur)",26,0,0,0,0,0,9
Dr. Gopi Chand Khilnani,Pulmonologist, New Delhi," Pushpawati Singhania Research Institute, New Delhi",41,0,0,0,0,0,6
Dr. Indra Venkatraman,Gynaecologist and Obstetrician, Chennai," Apollo First Med Hospitals, Kilpauk",32,0,0,0,0,0,9
Dr C M Thiagarajan ,Nephrologist, Chennai," Fortis Malar Hospital ,Chennai ",32,0,0,0,0,0,1
Dr. K Ramachandran,Cosmetic Surgeon, Chennai," Apollo Cosmetic Clinic, MRC Nagar",30,0,0,0,0,0,2
Dr. Raghava Dutt Mulukatla,Orthopaedic and Joint Replacement Surgeon, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",36,0,0,0,0,0,8
Dr. S.Krishna Reddy,Orthopaedic and Joint Replacement Surgeon, Hyderabad,,35,0,0,0,0,0,10
Dr Navin Chobdar,Vascular Surgeon, New Delhi,,27,0,0,0,0,0,4
Dr. Samir Grover ,Orthopaedic Oncosurgeon, Bangalore," Batra Hospital & Medical Research Centre, New Delhi",33,0,0,0,0,0,3
Prof Dr Rabin Chakraborty,Electrophysiologist, Kolkata,", Interventional Cardiologist",0,0,0,0,0,0,6
Dr. N. Ragavan,Endourologist, Chennai,", Urologist",0,0,0,0,0,0,7
Dr. Vijay Hangloo,Laparoscopic Surgeon, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",35,0,0,0,0,0,1
Dr. Anil Vaishnavi,General Paediatrician, New Delhi,", Neonatologist",0,0,0,0,0,0,6
Dr. Prasanna Kumar Mishra ,Urologist, Kolkata,", Urologist and Andrologist",0,0,0,0,0,0,5
Dr Sashi Bhushan,Neonatologist, Greater Noida," Sharda Hospital, Greater Noida",29,0,0,0,0,0,3
Dr. Rashmi Taneja,Aesthetics and Plastic Surgeon, New Delhi," Fortis Flt. Lt. Rajan Dhall Hospital, Vasant Kunj, New Delhi",23,0,0,0,0,0,6
Dr. Anvay Mulay,Cardiac Surgeon, Mumbai,,26,0,0,0,0,0,9
Dr. Satish Rao,Surgical Oncologist, Mumbai," Global Hospitals, Mumbai",0,0,0,0,0,0,9
Dr Arun Garg ,Neurologist, Gurgaon," Medanta - The Medicity, Gurgaon",26,0,0,0,0,0,10
Dr Pradyumna Oak,Neurologist, Mumbai," Nanavati Super Specialty Hospital, Mumbai",22,0,0,0,0,0,6
Dr. Rajendran B,Radiation Oncologist, Chennai," Apollo Hospitals, Greams Road, Chennai",28,0,0,0,0,0,2
Dr. Asha Rani Khanna,Cardiac Surgeon, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",40,0,0,0,0,0,9
Dr. DK Gupta,Orthopaedic and Joint Replacement Surgeon, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",33,0,0,0,0,0,6
Dr. R. Jayaganesh,Urologist, Chennai," Apollo Spectra Hospital, Chennai",31,0,0,0,0,0,7
Dr. Rajagopal V ,Urologist, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",36,0,0,0,0,0,5
Dr. Mitesh B Sharma,Cardiac Surgeon, New Delhi," Dharamshila Narayana Superspeciality Hospital , New Delhi",21,0,0,0,0,0,3
Dr. DVSLN Sharma,Urologist, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",31,0,0,0,0,0,10
Dr Chokalingam B ,Orthopaedic and Joint Replacement Surgeon, Chennai," Apollo Cancer Hospital, Chennai",28,0,0,0,0,0,2
